krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
5,5.161,177,1.2588,180,0.7658,173,0.9594
178,4.2868,167,0.8484,180,0.2775,178,0.7555
175,2.1995,166,0.6786,180,0.43,177,0.9467
180,2.2224,179,0.2574,177,0.3471,176,0.6105
165,6.5248,162,0.4591,180,0.2304,179,0.8397
78,3.4065,178,0.7245,180,0.2691,174,1.1929
7,0.3916,180,1.0893,178,0.303,175,0.8232
171,3.5914,141,0.3083,178,0.3755,171,0.6321
76,3.7202,175,0.5266,180,0.2716,146,1.0263
9,0.6243,178,0.2463,178,0.1921,171,0.9371
180,1.6543,179,0.9479,178,0.4566,169,0.7193
3,1.411,156,0.3932,178,0.3762,167,0.603
174,4.4241,180,1.0374,180,0.2589,112,0.7128
8,1.8006,171,0.4634,179,0.1856,150,0.6704
178,1.407,179,0.5243,180,0.281,160,0.5827
7,0.9873,175,0.9218,173,0.2913,177,0.6028
44,3.2228,179,1.7062,172,0.2643,124,0.8845
177,4.3779,172,0.2273,165,0.3819,135,1.0661
19,6.2787,163,1.2094,177,0.3883,164,1.0925
161,2.5868,175,1.3413,149,0.5787,175,0.7684
165,2.73,179,0.914,180,0.2824,180,1.2042
164,2.4602,176,1.2252,180,0.3447,179,1.3015
113,7.1406,173,0.3979,179,0.2473,173,0.7269
179,2.3628,178,0.5412,180,0.2881,132,1.0324
4,0.0,162,2.7945,177,0.4741,123,0.4838
174,5.6086,174,0.2436,173,1.5689,176,1.0188
75,1.6005,154,0.3458,178,2.529,177,0.639
42,2.1191,178,1.1636,170,1.5097,166,0.6045
4,0.7341,163,1.0523,180,2.9315,180,1.2855
178,4.5794,160,0.4719,178,2.0813,177,0.5326
6,0.9784,168,0.2718,179,1.5317,180,0.3937
161,7.1396,160,0.5608,174,1.3034,179,0.3892
7,3.7724,180,3.1686,176,1.2059,138,0.594
155,3.3266,141,0.2455,170,1.0619,179,0.6089
95,3.3329,178,1.651,75,1.2259,174,0.7444
35,4.585,180,0.5671,174,1.7696,179,0.5023
172,5.1711,158,0.679,180,1.1331,178,0.3519
146,1.5709,171,0.6724,177,0.9265,170,0.4516
179,3.628,147,1.5767,180,1.3227,180,1.1046
180,5.936,91,0.1551,179,0.9088,122,0.689
4,0.19,180,0.4582,180,0.8611,180,0.4175
172,1.6328,166,0.6969,180,0.6268,178,0.4144
175,1.6096,169,1.0566,180,0.6396,180,0.2718
151,1.8,167,0.2908,178,0.7582,180,0.2797
1,1.291,167,0.1658,175,0.5286,180,0.2602
179,3.7984,179,1.3979,178,0.5275,169,0.2511
78,3.7903,179,0.9529,179,0.4243,179,0.3527
166,2.3517,179,2.0787,180,0.6942,173,0.2338
179,2.3082,171,0.4112,180,0.5651,180,0.2498
21,7.0608,141,0.2878,180,0.6627,170,0.2067
169,2.6224,160,0.224,178,0.6463,180,0.4043
162,2.8337,161,0.6295,176,0.4285,180,0.2635
179,3.654,146,0.6452,176,0.5254,179,0.3515
90,2.9695,142,1.1156,174,0.4225,134,0.5654
158,4.1556,34,0.2508,163,1.5962,164,0.6737
161,1.55,176,0.3017,179,1.3962,178,0.2316
6,1.1038,172,3.0743,180,2.2006,170,0.3506
169,3.7475,179,0.568,175,1.1806,170,0.2203
176,2.6982,172,0.8165,180,1.7403,179,0.3223
180,1.7814,169,1.3377,180,0.9617,180,0.2076
17,3.6836,177,0.3124,180,1.4729,171,0.2489
179,2.8967,158,1.6134,180,0.8937,179,0.3521
171,2.4272,164,1.3548,179,0.9721,118,0.7314
174,1.5133,180,0.574,180,1.2588,162,0.2124
180,2.6207,152,0.5232,180,1.2031,154,0.4984
5,1.3512,180,0.7383,180,0.9355,178,0.242
174,2.2477,123,0.5253,180,1.1699,177,0.2271
32,4.5634,166,0.2253,180,1.1029,172,0.264
118,1.9156,179,0.3362,179,0.9261,179,0.4534
87,2.3612,177,0.8535,180,1.2696,180,0.4103
180,1.5407,168,1.2263,171,1.3121,176,0.3699
30,1.9982,174,0.4047,179,0.8271,91,0.6864
179,2.094,174,1.1891,163,0.7999,163,0.6154
51,3.246,180,0.5848,180,0.7111,180,0.4955
174,1.7143,160,0.5706,149,0.2411,154,0.2941
176,2.813,170,0.9944,178,0.2289,174,0.5862
170,3.3896,177,1.7501,178,0.3992,179,0.2629
166,1.8142,155,0.5506,179,0.25,179,1.6067
145,2.4476,178,2.3226,134,0.384,106,0.5127
178,2.2709,179,0.641,174,0.4478,180,0.4011
7,1.2648,170,1.3936,179,0.7436,179,0.3652
167,2.4645,179,0.2652,173,0.5585,177,0.5228
134,2.6094,180,1.6815,180,0.4568,138,0.5723
54,4.7632,179,1.7263,178,0.5379,180,0.385
180,5.1679,177,0.3568,156,1.0766,142,0.2881
52,1.9328,173,0.385,180,0.4011,150,0.798
10,2.1253,171,0.4354,180,0.6537,176,0.3779
156,1.6094,175,1.1756,,,178,0.4189
43,2.4734,172,0.4053,,,157,0.3949
80,2.2463,177,0.661,,,106,0.1014
117,4.1834,173,0.9162,,,150,0.3146
170,8.0976,176,0.5397,,,165,1.1278
172,4.8052,178,1.7541,,,179,0.4021
6,0.7883,,,,,177,0.3313
179,2.0103,,,,,169,0.2201
6,1.4068,,,,,,
112,2.8992,,,,,,
159,2.9327,,,,,,
168,1.6073,,,,,,
10,0.82,,,,,,
180,5.2063,,,,,,
106,1.9471,,,,,,
167,1.921,,,,,,
180,2.4771,,,,,,
178,1.9198,,,,,,
177,1.9394,,,,,,
149,8.1936,,,,,,
178,2.6701,,,,,,
7,3.9909,,,,,,
139,1.9563,,,,,,
179,1.9819,,,,,,
135,3.9291,,,,,,
60,3.7755,,,,,,
46,3.983,,,,,,
25,2.6938,,,,,,
180,3.7702,,,,,,
180,1.6558,,,,,,
58,1.5931,,,,,,
165,2.109,,,,,,
47,3.621,,,,,,
179,2.0948,,,,,,
150,1.5958,,,,,,
157,2.2986,,,,,,
172,2.7418,,,,,,
86,4.423,,,,,,
104,2.2165,,,,,,
4,3.6814,,,,,,
161,5.9627,,,,,,
3,1.3558,,,,,,
153,1.6241,,,,,,
49,2.1305,,,,,,
179,1.7048,,,,,,
36,2.8324,,,,,,
176,1.8023,,,,,,
7,1.189,,,,,,
166,2.1457,,,,,,
1,0.926,,,,,,
176,3.4589,,,,,,
118,2.1928,,,,,,
10,1.2219,,,,,,
103,1.9897,,,,,,
154,3.0817,,,,,,
158,2.1844,,,,,,
1,2.0054,,,,,,
