krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
170,2.4691,180,1.2551,178,0.3731,175,0.4736
149,1.52,113,0.8725,174,0.3531,180,0.2917
177,1.5848,160,1.3871,179,0.4186,180,0.1927
171,2.7233,167,1.7578,180,0.2933,180,0.2946
33,2.843,180,1.725,180,0.4804,180,0.1923
74,4.2643,155,1.759,178,0.2217,179,0.3076
175,1.8886,127,2.7822,174,0.4009,180,0.3372
180,1.9686,128,2.7503,180,0.27,157,0.2847
9,1.3029,144,1.8657,180,0.3131,180,0.4176
170,2.566,142,1.9292,180,0.1893,179,0.3631
174,3.7747,173,1.152,177,0.2207,180,0.246
180,2.4361,177,1.4865,180,0.2679,180,0.2255
168,3.3682,179,1.5576,178,0.2372,174,1.1328
97,4.1875,120,1.7331,175,0.5253,137,0.4569
120,4.2083,169,2.2364,180,0.266,127,0.5277
179,3.0421,126,1.3177,174,0.2311,177,0.3925
178,2.8213,177,2.6461,176,0.3585,162,0.3314
133,3.3797,170,2.045,180,0.3966,180,0.4842
152,3.34,147,1.4206,180,0.3826,179,0.4075
7,3.6787,167,4.2197,176,0.2472,180,0.4646
179,5.1243,106,1.8241,179,0.2144,172,0.3988
3,2.502,176,2.2917,179,0.2883,179,0.3245
178,5.0982,139,1.6889,177,0.5535,178,0.3201
2,2.7708,177,1.3152,174,0.1743,162,0.3356
138,1.9921,155,1.657,175,0.3646,180,0.2659
80,4.9891,175,1.6239,178,0.3417,179,0.4277
172,2.9969,163,1.736,165,0.2957,175,0.3817
176,2.2066,169,1.3467,176,0.2839,178,0.5998
166,2.8321,114,1.1305,171,0.4108,178,0.5584
10,1.1299,179,2.324,166,0.5709,179,0.2721
146,2.3238,174,1.0559,180,0.4875,180,0.4669
34,1.8545,114,3.8681,173,1.6258,176,0.4622
97,3.1745,123,1.4904,162,1.2287,176,0.5468
41,3.7775,165,1.3985,174,1.492,178,0.4141
160,2.2112,140,0.9005,155,1.1296,178,0.6034
2,1.9945,115,1.5659,180,1.2972,177,0.2296
87,6.5701,175,1.5291,180,2.3132,165,0.3371
162,5.8024,179,2.0488,180,1.2242,180,0.7602
178,2.2848,118,1.1203,,,180,0.4687
175,1.6537,142,1.9704,,,102,0.4992
43,2.1822,111,1.9804,,,174,0.3117
142,3.566,178,1.8384,,,,
169,2.1861,159,2.2448,,,,
36,1.8343,176,1.3694,,,,
179,4.0228,155,3.6309,,,,
143,3.5391,175,2.4321,,,,
175,4.507,178,1.2311,,,,
4,1.5363,174,2.5565,,,,
180,2.6292,139,1.5677,,,,
32,2.3838,136,1.1142,,,,
180,1.5655,166,1.5647,,,,
45,5.4978,142,1.5348,,,,
173,1.7021,151,1.4859,,,,
175,2.9318,178,1.3216,,,,
14,7.4592,,,,,,
161,3.5777,,,,,,
171,1.8751,,,,,,
78,2.4011,,,,,,
98,2.6444,,,,,,
175,3.3731,,,,,,
110,1.7535,,,,,,
105,1.7173,,,,,,
74,1.7732,,,,,,
9,1.242,,,,,,
180,3.6954,,,,,,
36,2.9552,,,,,,
161,6.533,,,,,,
172,2.371,,,,,,
178,2.6227,,,,,,
165,1.7578,,,,,,
7,2.1185,,,,,,
166,1.6842,,,,,,
13,4.3071,,,,,,
176,1.6382,,,,,,
160,2.1455,,,,,,
5,1.2717,,,,,,
180,1.8468,,,,,,
154,1.4134,,,,,,
6,1.1176,,,,,,
167,1.9267,,,,,,
66,2.2691,,,,,,
172,1.5868,,,,,,
106,3.5014,,,,,,
158,2.4383,,,,,,
143,2.8562,,,,,,
23,6.1339,,,,,,
10,2.4313,,,,,,
163,3.429,,,,,,
