krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
177,4.1423,175,0.3721,180,0.5046,179,0.5974
161,5.8955,178,0.4649,180,0.7801,172,0.6044
155,2.7707,178,0.3774,180,0.9453,179,1.0562
8,1.4309,174,2.2085,179,0.6477,155,0.687
174,2.9365,180,2.6912,180,0.6321,177,0.4805
153,4.3698,180,2.0777,180,0.5804,173,1.0963
10,0.8503,178,3.6513,175,0.5468,177,1.1342
173,3.3941,178,2.5184,180,0.6314,180,0.6859
151,5.8069,174,2.1267,178,0.5949,169,0.5339
52,6.2408,178,2.1261,174,0.5992,156,0.4904
143,1.9563,172,1.7107,176,0.4568,179,0.412
63,2.2965,176,3.4673,153,0.6251,178,0.4262
176,2.0603,180,2.3103,116,1.6893,165,1.3145
59,2.0707,172,0.7202,180,1.2401,153,0.5976
180,3.9026,166,0.5011,175,1.2389,132,0.4666
27,6.9738,176,2.5138,179,1.9003,131,0.5814
171,3.1651,177,0.7116,168,1.1301,168,0.571
178,1.9084,178,1.1537,159,2.6335,120,0.4614
180,3.3137,179,0.7717,180,0.8602,173,0.577
43,3.1832,148,0.4391,180,1.1638,176,0.8162
138,2.4,176,0.8102,180,0.9916,179,0.2889
130,2.4176,179,2.0386,180,1.0206,180,0.3236
180,2.1336,173,0.8818,178,1.3315,180,0.6353
158,2.2429,173,1.1389,179,1.093,167,0.6031
3,1.3516,177,0.4575,180,0.9632,169,0.2714
180,2.9655,179,0.512,179,1.1021,180,0.2347
0,0,180,1.2798,180,0.9755,168,0.2714
175,3.5971,172,0.8991,179,1.1123,180,0.255
80,4.5622,180,0.9581,157,0.6793,147,0.3697
179,4.5176,177,1.1076,152,0.9473,171,0.3017
178,7.8378,176,0.5472,178,0.9965,166,0.9131
180,2.3905,179,1.8823,180,0.926,159,0.498
40,7.394,180,1.017,151,0.2773,173,0.2842
166,1.964,179,2.4143,177,0.5793,104,1.0232
10,1.5417,179,0.3236,179,0.767,160,0.2439
145,2.0442,174,0.9456,179,0.6775,179,0.3386
67,2.3806,180,2.8824,176,0.48,180,0.4144
156,3.5681,179,1.133,175,0.363,173,0.3127
180,4.179,165,1.3212,166,0.6362,175,0.2283
91,1.606,171,0.2264,156,0.2409,180,0.2554
89,1.7483,180,0.3203,179,0.3516,179,0.2067
79,4.9842,176,2.499,176,0.3317,174,0.3706
167,1.8596,166,0.3827,180,0.3241,180,0.3688
173,3.3705,132,0.788,179,0.3916,178,0.2145
179,2.4282,177,1.1238,169,0.4116,180,0.3084
162,1.6523,179,0.5876,146,0.2696,180,0.2688
57,5.0902,177,1.1419,180,0.7866,163,0.3516
179,2.2412,172,0.8524,180,0.9584,178,0.2837
14,4.3218,163,0.3248,180,0.7781,178,0.2001
175,1.5138,172,0.3934,180,1.565,180,0.2175
178,7.325,179,2.5577,179,1.1091,176,0.2943
164,3.9193,179,1.7686,180,1.6863,180,0.3661
158,1.4204,102,0.4024,180,1.0078,164,0.5883
45,2.2419,178,1.5708,180,0.8965,158,0.4445
180,4.3971,169,0.4703,178,0.6224,163,0.3708
160,2.188,180,2.0217,180,0.9081,162,0.6176
170,1.4399,178,0.8229,180,0.5928,173,0.4408
158,2.0896,177,1.264,179,0.5445,158,0.5964
167,7.0292,179,2.2978,178,0.6973,152,0.4482
172,3.4595,179,1.9533,180,0.6919,173,0.231
146,1.6076,155,1.2415,179,0.5949,172,0.2705
53,2.0572,179,1.3015,176,0.5127,171,0.3765
31,9.1094,177,1.7604,170,0.5194,175,0.4156
178,2.2226,171,1.8383,165,0.4399,160,0.4866
125,1.5628,180,1.6058,146,0.4661,180,0.2966
46,2.8124,178,1.5443,179,0.4915,180,0.3911
179,6.5928,179,1.7468,170,0.4518,144,0.2561
180,2.8317,153,1.0624,173,0.466,175,0.4157
169,2.3401,180,1.3946,175,0.4068,179,0.3816
10,2.5296,170,0.5277,178,1.4109,176,0.2888
173,2.4988,174,0.4912,123,2.2848,141,0.2993
0,0,179,0.8045,153,1.5529,111,0.5325
176,2.4209,175,1.3881,176,2.6652,175,0.3245
9,3.5126,180,1.7774,163,1.8699,180,0.4596
121,1.72,176,2.3804,171,2.7546,178,0.2824
0,0,180,1.5122,156,1.0654,152,0.7972
138,2.3438,134,0.5342,163,0.9334,174,0.4562
173,3.374,172,1.9585,180,1.009,120,0.2916
10,1.614,180,1.5883,163,1.2633,167,0.5557
165,5.5015,180,1.0495,178,2.1024,166,0.6147
5,0.5142,177,0.5644,170,1.542,153,0.5042
179,1.4947,179,2.5499,159,1.0857,172,0.5222
0,0,180,2.156,111,0.9438,180,0.4147
131,1.6569,180,2.5433,,,175,0.3448
63,2.2225,,,,,179,0.2521
179,2.1996,,,,,179,0.3577
179,1.9258,,,,,178,0.4331
145,2.0944,,,,,177,0.4216
172,3.8458,,,,,165,0.574
10,4.4102,,,,,,
175,1.8286,,,,,,
1,5.8773,,,,,,
176,1.6664,,,,,,
49,4.5985,,,,,,
34,2.1271,,,,,,
143,3.1484,,,,,,
180,1.6657,,,,,,
149,3.4728,,,,,,
180,4.7408,,,,,,
164,3.5989,,,,,,
155,2.5963,,,,,,
7,1.8117,,,,,,
180,1.7744,,,,,,
0,0,,,,,,
151,2.2208,,,,,,
10,4.0519,,,,,,
157,2.8609,,,,,,
166,1.3186,,,,,,
42,2.2382,,,,,,
180,2.1476,,,,,,
179,2.3402,,,,,,
178,2.4797,,,,,,
1,1.0964,,,,,,
176,2.3195,,,,,,
10,0.0064,,,,,,
160,1.7711,,,,,,
9,3.5201,,,,,,
108,2.9963,,,,,,
108,2.6808,,,,,,
173,2.3192,,,,,,
10,6.5181,,,,,,
41,3.7869,,,,,,
173,3.5366,,,,,,
2,1.1664,,,,,,
163,3.6554,,,,,,
133,2.2619,,,,,,
6,0.1079,,,,,,
177,2.3639,,,,,,
126,1.9462,,,,,,
156,3.771,,,,,,
179,3.9883,,,,,,
116,1.5817,,,,,,
0,0,,,,,,
78,1.8335,,,,,,
7,1.4003,,,,,,
163,2.3224,,,,,,
157,5.845,,,,,,
112,6.1154,,,,,,
37,2.2101,,,,,,
151,2.437,,,,,,
164,3.1097,,,,,,
180,1.7282,,,,,,
1,2.893,,,,,,
71,1.7243,,,,,,
84,2.2967,,,,,,
168,1.9485,,,,,,
178,4.1506,,,,,,
6,0.0,,,,,,
