krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
159,1.7533,,,,,,
35,4.0265,,,,,,
148,1.6096,,,,,,
180,3.1162,,,,,,
5,3.7429,,,,,,
166,2.2889,,,,,,
62,3.7498,,,,,,
5,1.1186,,,,,,
119,3.1778,,,,,,
161,2.226,,,,,,
160,3.1565,,,,,,
6,1.0672,,,,,,
178,2.1922,,,,,,
15,3.9902,,,,,,
154,4.4671,,,,,,
63,6.4453,,,,,,
173,6.4861,,,,,,
173,1.7617,,,,,,
157,4.3386,,,,,,
47,5.3682,,,,,,
172,3.6674,,,,,,
2,2.0658,,,,,,
159,4.458,,,,,,
143,2.0873,,,,,,
121,2.6494,,,,,,
83,2.7835,,,,,,
4,3.0163,,,,,,
108,5.8117,,,,,,
178,1.8044,,,,,,
37,2.9969,,,,,,
0,0,,,,,,
178,2.243,,,,,,
0,0,,,,,,
144,1.3809,,,,,,
85,2.3624,,,,,,
34,5.6539,,,,,,
