krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
34,5.6767,178,0.8308,180,1.133,164,0.7066
180,2.4964,148,0.7542,180,0.603,179,0.3128
141,5.0757,174,0.3929,180,0.5643,177,0.3555
180,2.182,179,0.2499,180,0.2668,179,0.2031
6,2.1733,173,0.5293,174,0.3365,179,0.3627
18,6.4908,174,0.2911,179,0.4604,167,0.4675
178,2.0095,128,1.0102,179,0.2244,177,0.3561
9,0.5556,178,0.5004,180,0.9191,179,0.8263
175,2.4477,175,0.6085,180,0.6849,142,0.8468
171,3.9209,147,0.7676,180,0.3625,178,0.4732
163,2.592,152,0.6249,180,0.2837,178,0.5757
2,1.2224,174,1.1606,146,0.4011,167,0.3751
16,3.4226,173,0.4807,176,0.9832,159,0.3047
47,2.2651,172,0.6214,180,0.944,180,0.3496
160,2.6529,180,2.4882,180,1.6682,179,0.3987
170,2.0879,176,1.0342,180,1.5564,173,0.4189
180,3.8962,117,0.7809,172,1.0903,133,0.5645
177,1.8534,176,0.3444,178,0.9863,177,0.4631
22,3.0451,158,1.1769,180,0.9093,175,0.3765
175,1.9402,178,1.0649,,,180,0.3363
46,2.0787,180,1.1706,,,110,0.3437
164,4.7612,179,1.3511,,,109,0.1393
178,2.7539,155,0.3677,,,176,0.626
147,3.3424,100,0.4392,,,,
170,2.5541,,,,,,
1,3.591,,,,,,
94,3.794,,,,,,
159,2.96,,,,,,
116,1.8978,,,,,,
106,2.4936,,,,,,
118,3.5545,,,,,,
25,4.4043,,,,,,
163,2.925,,,,,,
173,1.4736,,,,,,
9,1.3513,,,,,,
124,2.5233,,,,,,
24,13.3033,,,,,,
178,3.1774,,,,,,
81,2.2186,,,,,,
180,5.1896,,,,,,
110,2.2572,,,,,,
54,2.5836,,,,,,
172,3.2149,,,,,,
152,2.0336,,,,,,
163,6.3456,,,,,,
45,6.395,,,,,,
10,2.7564,,,,,,
176,1.8856,,,,,,
0,0,,,,,,
54,4.6116,,,,,,
111,6.7397,,,,,,
175,2.4012,,,,,,
4,2.3306,,,,,,
75,3.5548,,,,,,
58,3.775,,,,,,
166,2.5463,,,,,,
38,2.4176,,,,,,
174,1.7571,,,,,,
178,1.9179,,,,,,
174,3.3747,,,,,,
152,5.6124,,,,,,
180,1.9293,,,,,,
6,3.344,,,,,,
179,1.9716,,,,,,
8,0.8444,,,,,,
131,4.458,,,,,,
122,2.2538,,,,,,
57,2.4343,,,,,,
177,1.6605,,,,,,
24,2.497,,,,,,
143,2.2659,,,,,,
70,1.9475,,,,,,
172,1.7357,,,,,,
176,2.1205,,,,,,
133,2.4613,,,,,,
85,2.613,,,,,,
168,4.2464,,,,,,
180,1.2355,,,,,,
137,2.3004,,,,,,
175,1.6714,,,,,,
175,3.8603,,,,,,
165,2.3839,,,,,,
9,4.1293,,,,,,
119,1.99,,,,,,
8,0.9568,,,,,,
