krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
46,3.5029,,,,,,
8,1.2901,,,,,,
132,2.2583,,,,,,
120,2.099,,,,,,
175,1.4473,,,,,,
180,4.189,,,,,,
174,2.0354,,,,,,
167,2.4797,,,,,,
160,3.9756,,,,,,
175,2.6208,,,,,,
135,2.6169,,,,,,
0,0,,,,,,
174,1.7907,,,,,,
123,4.1173,,,,,,
12,3.525,,,,,,
165,2.0414,,,,,,
9,1.3182,,,,,,
140,3.5024,,,,,,
180,3.8535,,,,,,
179,3.5028,,,,,,
43,8.6247,,,,,,
160,1.5101,,,,,,
178,1.8564,,,,,,
174,2.5711,,,,,,
176,2.6284,,,,,,
15,15.0754,,,,,,
176,3.9098,,,,,,
0,0,,,,,,
45,1.6399,,,,,,
177,2.4618,,,,,,
174,4.1943,,,,,,
0,0,,,,,,
137,1.3436,,,,,,
65,2.1926,,,,,,
105,2.0659,,,,,,
104,2.0585,,,,,,
169,1.7865,,,,,,
176,2.7132,,,,,,
173,1.9952,,,,,,
44,1.5696,,,,,,
150,2.9251,,,,,,
0,0,,,,,,
173,4.5089,,,,,,
79,3.9119,,,,,,
59,1.6758,,,,,,
179,1.8233,,,,,,
150,2.5442,,,,,,
179,1.9922,,,,,,
151,2.9121,,,,,,
18,7.6271,,,,,,
166,2.2112,,,,,,
8,5.0268,,,,,,
176,2.6088,,,,,,
5,0.274,,,,,,
180,2.5049,,,,,,
