krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
173,1.7404,163,2.3661,180,0.2764,161,1.1717
5,1.5461,175,3.0116,180,0.2559,178,0.7859
179,4.3141,173,2.2129,178,0.3891,173,0.8935
173,2.5992,177,0.8447,179,0.3024,172,0.7254
173,1.7879,163,0.5878,180,0.2579,165,1.9769
140,6.3409,171,0.4124,180,0.432,168,1.167
179,1.6387,180,0.6953,168,0.339,146,0.8093
5,0.8629,178,0.9099,180,0.2694,169,1.2555
176,1.9859,177,0.4586,177,0.4074,177,0.7122
55,2.0553,163,1.331,177,0.3753,131,0.9076
173,3.1948,172,0.7951,180,0.2423,125,0.6403
8,2.5231,171,2.1987,180,0.2184,178,0.6521
180,1.8196,180,1.7442,178,0.2285,178,0.7743
178,2.6314,180,2.8848,180,0.2251,179,0.5967
118,3.6824,180,1.0352,178,0.2202,163,0.8137
10,1.3579,176,2.5709,180,0.1971,179,0.7972
103,2.8581,179,0.4202,180,0.2679,174,1.2146
8,9.4637,180,3.7135,177,0.2715,180,0.585
180,4.7711,179,3.1287,180,0.2381,178,0.5937
5,0.7213,180,1.6006,180,0.2433,179,0.6051
180,2.6812,171,1.269,180,0.3539,180,0.8219
164,7.4962,157,1.2408,178,0.2975,179,0.5521
136,2.3681,176,1.5066,178,0.2612,137,0.7647
176,2.4653,180,1.5093,180,0.29,178,0.5367
176,3.1542,180,1.2551,179,0.2699,179,1.0427
180,2.7899,178,2.6387,180,0.2795,176,0.6706
33,2.9825,180,1.148,177,0.2859,145,1.0882
99,4.0391,177,1.533,177,0.1787,178,1.2663
145,6.2512,178,0.8778,171,0.2525,154,0.6473
179,6.5125,180,1.219,178,0.273,178,0.9682
5,1.2807,176,2.3781,180,0.2576,176,0.4584
177,2.9372,173,1.7979,180,0.2802,178,0.576
4,0.4909,178,0.8563,180,0.4214,179,0.7569
47,7.3769,180,1.0554,180,0.5088,179,0.8824
82,3.2768,175,1.168,164,0.3971,152,1.1211
30,2.3407,180,2.9356,129,0.6564,177,0.4504
174,3.617,156,1.0849,150,0.4773,175,0.5137
176,4.6092,178,0.4264,178,1.1951,176,0.4024
161,2.42,178,1.6031,180,0.8611,172,0.988
136,2.1203,174,2.2485,180,0.991,150,0.5352
180,6.6259,156,1.5456,180,1.1521,162,0.8478
178,5.633,175,2.9508,177,1.3806,161,0.35
178,2.0576,178,0.6268,180,1.0629,167,0.3979
2,1.8756,180,1.0822,179,0.8641,172,0.2835
10,1.421,180,1.8558,157,0.9774,178,0.3739
7,2.0049,165,1.0447,172,0.7242,179,0.2427
113,4.4259,170,2.171,121,0.8963,176,0.2424
176,1.4025,179,0.9038,178,1.0138,167,0.3362
180,1.5962,178,1.0976,141,0.8365,177,0.4743
142,5.508,179,1.4277,100,1.334,141,0.311
63,2.542,173,1.0709,172,1.0284,179,0.5581
5,0.2531,172,1.051,177,0.8908,176,0.2725
169,1.998,179,1.2614,174,1.8187,154,0.326
180,4.5985,171,0.5927,180,0.8857,139,0.2908
172,5.1828,176,0.7969,177,1.0083,172,0.2849
116,1.8613,178,0.8053,179,1.6359,176,0.2377
10,1.6413,178,0.5464,171,1.2799,126,0.2877
179,2.2479,170,1.0048,180,1.0768,180,0.3992
180,3.101,177,0.4854,169,0.6161,177,0.2165
95,2.9549,174,0.3542,180,1.0418,174,0.4349
47,3.3952,180,2.3464,180,1.0262,162,0.5588
108,2.4384,174,0.9579,176,0.5351,175,0.1777
180,2.8386,175,3.4227,179,1.2081,180,0.2591
163,2.4807,158,0.7028,179,0.6757,169,0.6215
3,1.1865,176,1.2124,153,0.6397,180,0.2509
180,1.9982,180,1.0553,180,0.6288,173,0.2112
10,1.332,179,0.8694,170,0.7322,180,0.2243
179,5.7823,180,2.5482,179,0.6915,163,0.2554
154,5.9645,180,1.4867,174,0.5333,180,0.2202
18,2.798,176,1.3637,176,0.7233,180,0.2481
178,4.2459,178,2.0666,180,0.7766,170,0.5217
107,1.7515,180,1.163,180,0.5406,158,0.4794
106,1.9077,179,2.6278,178,0.8223,177,0.2114
142,2.2959,160,1.5055,168,0.6074,177,0.1778
73,1.816,175,2.128,156,0.5149,154,0.315
157,5.6204,178,1.6549,168,0.6469,177,0.4219
6,0.7526,175,0.8088,180,0.3298,176,0.5292
180,3.4696,175,1.1994,171,0.2854,172,0.6419
41,3.7591,180,1.374,180,0.9696,169,0.2375
179,2.3061,180,2.022,180,0.8398,159,0.6216
163,3.7802,178,1.2255,178,0.4406,144,0.4273
178,1.419,162,0.9362,176,0.3669,180,0.2669
4,2.5492,170,1.0349,176,0.4984,154,0.6216
180,2.2916,179,2.3088,177,0.815,180,0.31
178,2.4893,178,1.4467,179,0.5196,180,0.6854
42,3.2874,163,1.0268,180,0.451,177,0.3623
157,4.1417,180,1.5677,177,0.3609,158,0.4243
0,0,177,1.5505,161,0.2007,180,0.2561
141,4.0025,179,1.5016,172,0.4464,156,0.3338
67,5.7393,174,1.886,179,0.3831,180,0.2517
115,3.2728,172,1.6944,159,2.2009,162,0.3247
10,1.2526,180,1.7597,180,1.51,180,0.288
166,2.9399,180,0.7707,167,1.9607,167,0.5533
34,3.0835,179,1.5636,179,1.8135,180,0.3088
158,2.0396,175,0.3664,175,1.0845,174,0.4344
4,3.6814,168,2.418,78,2.1049,180,0.4212
138,1.951,177,1.2181,179,0.966,149,0.5514
154,4.0764,177,2.2849,180,1.0846,176,0.4729
36,5.7172,179,0.9314,167,1.1844,156,0.3285
36,3.9137,180,1.0759,179,0.8465,179,0.7818
145,3.4273,173,0.8547,180,1.2056,126,0.4473
175,4.1652,179,0.3147,164,0.906,179,0.3674
170,1.5605,177,2.4754,180,1.291,179,0.6155
3,1.1894,178,1.0611,179,0.9479,180,0.4508
66,2.2435,179,1.9903,166,0.9312,175,0.345
42,2.5672,,,133,0.9539,180,0.2048
152,3.5888,,,173,0.9715,179,0.4064
180,1.3704,,,169,0.582,136,0.701
154,1.8388,,,,,179,0.4757
41,1.8881,,,,,156,0.2567
180,1.4611,,,,,176,0.1558
119,3.0,,,,,,
178,2.7129,,,,,,
177,1.9848,,,,,,
169,2.198,,,,,,
175,1.313,,,,,,
155,1.7706,,,,,,
166,2.1141,,,,,,
166,3.8759,,,,,,
7,2.5592,,,,,,
55,5.7402,,,,,,
47,2.4483,,,,,,
144,2.469,,,,,,
45,2.3505,,,,,,
135,2.4163,,,,,,
6,2.8466,,,,,,
147,2.7531,,,,,,
69,1.8289,,,,,,
145,1.8266,,,,,,
18,3.5098,,,,,,
154,1.8341,,,,,,
137,4.409,,,,,,
1,1.2835,,,,,,
139,3.1372,,,,,,
51,2.4529,,,,,,
170,3.0737,,,,,,
159,3.4669,,,,,,
180,2.2742,,,,,,
4,0.7575,,,,,,
173,2.7732,,,,,,
0,0,,,,,,
155,5.2064,,,,,,
142,3.0485,,,,,,
174,2.9142,,,,,,
143,2.6913,,,,,,
39,3.5488,,,,,,
180,2.0988,,,,,,
162,2.2057,,,,,,
59,2.3633,,,,,,
177,4.2515,,,,,,
9,1.7637,,,,,,
178,2.2823,,,,,,
171,1.8282,,,,,,
170,2.063,,,,,,
1,2.6655,,,,,,
0,0,,,,,,
13,2.6624,,,,,,
175,2.3052,,,,,,
0,0,,,,,,
138,8.3329,,,,,,
0,0,,,,,,
170,1.7356,,,,,,
42,2.1598,,,,,,
140,3.5307,,,,,,
179,2.8582,,,,,,
82,6.7329,,,,,,
176,1.6756,,,,,,
6,0.3532,,,,,,
130,2.1297,,,,,,
176,2.3651,,,,,,
2,1.5284,,,,,,
163,2.3309,,,,,,
8,1.1748,,,,,,
68,2.039,,,,,,
180,3.5833,,,,,,
175,3.9816,,,,,,
153,1.6777,,,,,,
