krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
171,2.3291,170,1.4264,180,1.391,159,0.394
159,6.25,175,0.5586,180,0.9922,176,0.2558
174,2.0144,175,1.484,179,0.9534,177,0.5329
159,1.4348,176,1.505,180,1.608,172,0.2619
180,1.4258,173,0.4461,178,1.0322,180,0.3131
168,4.6938,180,0.9322,180,0.9619,151,0.4246
177,3.2979,178,0.7985,180,0.9477,177,0.2052
2,3.6199,180,0.9066,173,0.9401,180,0.3522
179,2.1663,179,0.3524,177,0.9583,175,0.3523
152,2.4703,170,1.2231,166,1.0815,180,0.2324
167,2.3678,180,1.5149,179,0.5365,179,0.2997
177,2.3759,180,2.7209,159,0.3512,178,0.383
180,5.9743,176,0.341,180,0.5731,179,0.2378
172,3.1366,176,0.4062,180,0.5214,179,0.2164
172,1.7106,174,0.4873,180,0.8794,180,0.2397
162,3.4692,179,0.447,180,0.5001,180,0.258
6,1.5983,170,0.2678,180,0.428,180,0.2847
176,1.5154,178,3.2485,180,0.4961,180,0.2337
179,4.146,176,1.9254,179,0.7679,176,0.6342
132,4.5352,180,2.0094,157,0.3716,172,0.2726
176,4.5295,179,1.0661,176,0.4057,147,0.446
3,1.2852,175,1.5484,179,0.6623,180,0.1915
93,5.142,175,0.3458,180,1.1801,155,1.1729
95,4.9066,174,0.335,180,1.0032,180,0.2228
176,1.5869,178,1.3568,180,0.7602,179,0.812
8,1.0298,172,0.3986,143,0.6171,180,0.2064
91,3.1486,167,0.9958,180,0.8251,180,0.2358
31,2.2155,180,1.1259,180,1.1826,178,0.2743
175,2.8352,176,0.9964,180,1.1171,174,0.4234
179,3.5155,168,0.8946,179,0.9368,147,0.3447
49,2.396,165,1.3477,179,1.4676,179,0.1925
89,2.2726,177,2.1985,180,0.9638,105,0.626
159,2.5728,180,1.7502,180,0.7648,163,0.3697
1,0.2291,165,0.4696,157,0.759,157,0.7991
178,1.8466,179,2.0782,177,0.6365,170,0.346
6,2.8869,180,1.5892,179,0.8452,180,0.5073
149,1.9977,180,1.0921,163,1.5216,166,0.3834
9,1.6543,174,1.895,100,1.7577,161,0.523
0,0,177,2.3159,180,1.5115,169,0.3843
141,4.1886,155,1.0418,179,1.3271,177,0.356
4,2.3683,171,1.2808,179,1.9785,180,0.2844
180,2.0231,165,1.1536,178,1.386,158,0.3172
176,2.6266,179,1.1321,175,0.3032,126,0.5159
7,3.3338,177,0.5907,180,0.5815,168,0.3404
180,3.0635,175,1.6495,180,1.3022,164,0.3058
0,0,165,2.2076,180,0.7747,177,0.3145
177,3.4634,180,1.3515,180,0.5799,179,0.3426
149,1.9544,178,1.4791,179,0.3471,176,0.3891
12,2.908,180,0.5051,179,0.5973,169,0.4484
178,4.3901,152,0.7333,179,0.3124,153,0.5298
0,0,178,0.3704,180,0.2884,179,0.4541
142,2.234,179,1.4484,180,0.5804,173,0.4108
48,2.1889,178,0.7424,180,0.5543,180,0.5664
180,3.2712,177,0.6397,180,0.4877,174,0.4381
0,0,167,0.497,177,0.2569,179,0.5108
170,1.9209,178,1.0673,176,0.2329,146,0.3994
180,1.6546,177,0.9514,,,164,0.4007
178,3.0217,,,,,180,0.2506
48,2.3178,,,,,162,0.3144
149,2.1765,,,,,177,0.2988
154,6.1653,,,,,177,0.5546
180,1.7944,,,,,176,0.5197
142,3.4741,,,,,179,0.3391
154,4.5393,,,,,,
165,2.1745,,,,,,
50,3.3533,,,,,,
180,3.2611,,,,,,
131,2.3583,,,,,,
176,1.5545,,,,,,
178,2.665,,,,,,
166,4.4171,,,,,,
9,2.0717,,,,,,
180,3.429,,,,,,
7,1.5084,,,,,,
43,4.7473,,,,,,
138,5.5778,,,,,,
180,3.9294,,,,,,
0,0,,,,,,
158,6.1151,,,,,,
150,3.9809,,,,,,
15,8.542,,,,,,
166,2.7393,,,,,,
180,4.5057,,,,,,
10,3.4595,,,,,,
33,2.6584,,,,,,
151,1.8704,,,,,,
178,2.4524,,,,,,
128,1.6086,,,,,,
23,3.4348,,,,,,
102,2.0109,,,,,,
59,2.6655,,,,,,
77,6.0747,,,,,,
178,2.0546,,,,,,
176,2.2969,,,,,,
179,2.1131,,,,,,
178,2.0188,,,,,,
132,2.5538,,,,,,
125,1.5718,,,,,,
87,1.7061,,,,,,
124,2.5955,,,,,,
140,1.7997,,,,,,
61,1.4621,,,,,,
172,3.7472,,,,,,
173,1.5888,,,,,,
44,2.4916,,,,,,
92,2.8598,,,,,,
180,3.1607,,,,,,
11,2.8979,,,,,,
175,2.6324,,,,,,
61,3.832,,,,,,
174,1.4736,,,,,,
70,2.4082,,,,,,
172,3.0908,,,,,,
41,5.3575,,,,,,
160,4.9533,,,,,,
167,2.5695,,,,,,
29,2.1187,,,,,,
174,1.7016,,,,,,
